Time[s], MOSI, MISO, SCK, CSN, CE, IRQ
0.182115750000000, 0, 0, 0, 0, 0, 1
0.182118625000000, 0, 0, 1, 0, 0, 1
0.182122625000000, 0, 0, 0, 0, 0, 1
0.182125625000000, 0, 0, 1, 0, 0, 1
0.182129125000000, 0, 0, 0, 0, 0, 1
0.182133125000000, 0, 0, 0, 1, 0, 1
0.182134125000000, 0, 1, 0, 1, 0, 1
0.182139125000000, 0, 0, 0, 0, 0, 1
0.182151500000000, 0, 0, 1, 0, 0, 1
0.182155500000000, 0, 0, 0, 0, 0, 1
0.182158500000000, 0, 0, 1, 0, 0, 1
0.182162500000000, 0, 0, 0, 0, 0, 1
0.182164000000000, 1, 0, 0, 0, 0, 1
0.182165500000000, 1, 0, 1, 0, 0, 1
0.182169375000000, 1, 0, 0, 0, 0, 1
0.182172375000000, 1, 0, 1, 0, 0, 1
0.182176375000000, 1, 1, 0, 0, 0, 1
0.182179375000000, 1, 1, 1, 0, 0, 1
0.182183375000000, 1, 1, 0, 0, 0, 1
0.182185375000000, 0, 1, 0, 0, 0, 1
0.182186375000000, 0, 1, 1, 0, 0, 1
0.182190250000000, 0, 1, 0, 0, 0, 1
0.182191750000000, 1, 1, 0, 0, 0, 1
0.182193250000000, 1, 1, 1, 0, 0, 1
0.182197250000000, 1, 0, 0, 0, 0, 1
0.182200250000000, 1, 0, 1, 0, 0, 1
0.182203750000000, 1, 0, 0, 0, 0, 1
0.182213125000000, 0, 0, 0, 0, 0, 1
0.182214125000000, 0, 0, 1, 0, 0, 1
0.182218125000000, 0, 0, 0, 0, 0, 1
0.182219625000000, 1, 0, 0, 0, 0, 1
0.182221125000000, 1, 0, 1, 0, 0, 1
0.182225125000000, 1, 0, 0, 0, 0, 1
0.182228125000000, 1, 0, 1, 0, 0, 1
0.182232125000000, 1, 0, 0, 0, 0, 1
0.182235000000000, 1, 0, 1, 0, 0, 1
0.182239000000000, 1, 0, 0, 0, 0, 1
0.182241000000000, 0, 0, 0, 0, 0, 1
0.182242000000000, 0, 0, 1, 0, 0, 1
0.182246000000000, 0, 0, 0, 0, 0, 1
0.182247500000000, 1, 0, 0, 0, 0, 1
0.182249000000000, 1, 0, 1, 0, 0, 1
0.182253000000000, 1, 0, 0, 0, 0, 1
0.182255875000000, 1, 0, 1, 0, 0, 1
0.182259875000000, 1, 0, 0, 0, 0, 1
0.182261875000000, 0, 0, 0, 0, 0, 1
0.182262875000000, 0, 0, 1, 0, 0, 1
0.182266375000000, 0, 0, 0, 0, 0, 1
0.182275375000000, 1, 0, 0, 0, 0, 1
0.182276875000000, 1, 0, 1, 0, 0, 1
0.182280750000000, 1, 0, 0, 0, 0, 1
0.182282750000000, 0, 0, 0, 0, 0, 1
0.182283750000000, 0, 0, 1, 0, 0, 1
0.182287750000000, 0, 0, 0, 0, 0, 1
0.182290750000000, 0, 0, 1, 0, 0, 1
0.182294750000000, 0, 0, 0, 0, 0, 1
0.182297750000000, 0, 0, 1, 0, 0, 1
0.182301750000000, 0, 0, 0, 0, 0, 1
0.182304625000000, 0, 0, 1, 0, 0, 1
0.182308625000000, 0, 0, 0, 0, 0, 1
0.182310125000000, 1, 0, 0, 0, 0, 1
0.182311625000000, 1, 0, 1, 0, 0, 1
0.182315625000000, 1, 0, 0, 0, 0, 1
0.182318625000000, 1, 0, 1, 0, 0, 1
0.182322625000000, 1, 0, 0, 0, 0, 1
0.182325500000000, 1, 0, 1, 0, 0, 1
0.182329000000000, 1, 0, 0, 0, 0, 1
0.182339500000000, 1, 0, 1, 0, 0, 1
0.182343500000000, 1, 0, 0, 0, 0, 1
0.182346500000000, 1, 0, 1, 0, 0, 1
0.182350375000000, 1, 0, 0, 0, 0, 1
0.182352375000000, 0, 0, 0, 0, 0, 1
0.182353375000000, 0, 0, 1, 0, 0, 1
0.182357375000000, 0, 0, 0, 0, 0, 1
0.182360375000000, 0, 0, 1, 0, 0, 1
0.182364375000000, 0, 0, 0, 0, 0, 1
0.182365875000000, 1, 0, 0, 0, 0, 1
0.182367375000000, 1, 0, 1, 0, 0, 1
